AccountID,TransactionID,AccountType,Asset,Ticker,Quantity,TradeDate,SettlementDate,PricePerShare,Currency,TransactionStatus,Notes,FirstName,LastName
041672,7b4320f3,CUSTODIAL,NVIDIA CORPORATION,NVDA,91,2023-06-26,,2971.2,EUR,PENDING,PENDING,LEON,DANIELS
098093,ed8b0539,401(K),NVIDIA CORPORATION,NVDA,474,2023-11-27,,4664.83,CAD,PENDING,PENDING,KENNETH,HARTMAN
826621,49f13a26,CUSTODIAL,META PLATFORMS,META,500,2025-06-30,2025-07-01,4016.29,CAD,COMPLETED,SHORT-TERM,SEAN,DANIEL
425157,ca475487,BROKERAGE,BERKSHIRE HATHAWAY,BRK.A,169,2024-04-10,2024-04-11,4306.7,CAD,COMPLETED,,STEPHANIE,BENNETT
146919,85dcb010,CUSTODIAL,NVIDIA CORPORATION,NVDA,361,2023-03-07,2023-03-08,,USD,COMPLETED,WATCHLIST,AMANDA,CARPENTER
098093,344e9049,401(K),"AMAZON.COM, INC.",AMZN,981,2025-03-07,2025-03-10,2837.85,USD,COMPLETED,,KENNETH,HARTMAN
780633,9e28ae72,ROTH IRA,BERKSHIRE HATHAWAY,BRK.A,580,2024-07-23,,1796.82,CAD,PENDING,PENDING,SAMUEL,NEWTON
159491,80ca1445,TRUST,JOHNSON & JOHNSON,JNJ,579,2024-06-11,2024-06-12,628.37,USD,COMPLETED,DIVIDENDS REINVESTED,BETH,KING
041672,2cd0a6e9,CUSTODIAL,APPLE INC.,AAPL,763,2023-07-07,2023-07-10,4077.88,CAD,COMPLETED,SHORT-TERM,LEON,DANIELS
606604,d670e4b5,ROTH IRA,NVIDIA CORPORATION,NVDA,77,2022-03-10,2022-03-11,1269.77,USD,COMPLETED,DIVIDENDS REINVESTED,SHARON,RUIZ
903108,46e59c28,JOINT,MICROSOFT CORP,MSFT,114,2025-07-03,,4718.3,CAD,PENDING,PENDING,MACKENZIE,BARRETT
190305,84e53ffa,BROKERAGE,"AMAZON.COM, INC.",AMZN,505,2021-04-15,2021-04-16,57.29,USD,COMPLETED,DIVIDENDS REINVESTED,JAMIE,GONZALES
938453,c03af18d,TRUST,APPLE INC.,AAPL,806,2025-04-24,2025-04-25,,EUR,COMPLETED,WATCHLIST,CHRISTOPHER,ESPARZA
907856,48500586,TRUST,NETFLIX,NFLX,43,2025-07-07,2025-07-08,3413.75,EUR,COMPLETED,DIVIDENDS REINVESTED,JOHN,JOHNSON
927726,635f810e,TRUST,NETFLIX,NFLX,67,2024-10-29,2024-10-30,1409.22,EUR,COMPLETED,WATCHLIST,ROBERT,MORRISON
536087,8599c9dd,CUSTODIAL,META PLATFORMS,META,285,2024-09-16,,4111.5,EUR,PENDING,PENDING,JAY,NELSON
984712,89631f1a,ROTH IRA,NVIDIA CORPORATION,NVDA,671,2022-10-25,,1177.24,CAD,PENDING,PENDING,,
325012,1f228cdb,JOINT,APPLE INC.,AAPL,214,2025-02-19,2025-02-20,3060.82,USD,COMPLETED,WATCHLIST,FRANK,GALLOWAY
788359,d48631f7,TRUST,TESLA INC.,TSLA,832,2025-02-06,2025-02-07,2100.20,CAD,COMPLETED,DIVIDENDS REINVESTED,MATTHEW,LEWIS
895272,350ad8f1,TRUST,NVIDIA CORPORATION,NVDA,46,2024-02-27,,,EUR,PENDING,PENDING,RONALD,SPARKS
425157,a2c8abb8,BROKERAGE,NVIDIA CORPORATION,NVDA,365,2024-10-31,2024-11-01,4750.87,USD,COMPLETED,DIVIDENDS REINVESTED,STEPHANIE,BENNETT
275773,eadfcff2,TRUST,TESLA INC.,TSLA,989,2024-12-12,2024-12-13,2489.35,CAD,COMPLETED,WATCHLIST,AARON,JONES
536087,6f34c494,CUSTODIAL,APPLE INC.,AAPL,534,2025-06-26,,1073.8,USD,PENDING,PENDING,JAY,NELSON
943586,5358d5bf,ROTH IRA,ALPHABET INC.,GOOGL,355,2025-04-02,2025-04-03,904.01,EUR,COMPLETED,DIVIDENDS REINVESTED,MELISSA,MARTINEZ
176145,ff82c54c,ROTH IRA,MICROSOFT CORP,MSFT,361,2023-07-11,2023-07-12,,USD,COMPLETED,DIVIDENDS REINVESTED,JOSEPH,CRAWFORD
583113,e04cf8ad,BROKERAGE,META PLATFORMS,META,646,2023-03-17,2023-03-20,,CAD,COMPLETED,DIVIDENDS REINVESTED,ANNE,MARTIN
232061,798b2ac7,TRUST,BERKSHIRE HATHAWAY,BRK.A,865,2022-05-05,2022-05-06,723.9,USD,COMPLETED,DIVIDENDS REINVESTED,FRANCISCO,MILLER
626352,09f7f30b,ROTH IRA,BERKSHIRE HATHAWAY,BRK.A,420,2020-10-22,2020-10-23,3687.77,CAD,COMPLETED,DIVIDENDS REINVESTED,CARLOS,ALEXANDER
251434,b70dc346,JOINT,NVIDIA CORPORATION,NVDA,827,2025-03-27,2025-03-28,4396.8,USD,COMPLETED,WATCHLIST,ROBERT,HODGES
131726,26736802,ROTH IRA,MICROSOFT CORP,MSFT,375,2024-12-30,,2303.08,USD,PENDING,PENDING,WILLIAM,WINTERS
093449,2875d717,JOINT,BERKSHIRE HATHAWAY,BRK.A,95,2025-05-14,,,EUR,PENDING,PENDING,JEFF,MORROW
504812,6a595eca,ROTH IRA,NVIDIA CORPORATION,NVDA,125,2023-01-13,2023-01-17,,EUR,COMPLETED,DIVIDENDS REINVESTED,JENNIFER,KING
770530,acc99a1a,401(K),META PLATFORMS,META,22,2024-03-26,2024-03-27,669.4,EUR,COMPLETED,,TERRY,NEWTON
172394,ce28e324,401(K),"AMAZON.COM, INC.",AMZN,512,2020-10-02,,,CAD,PENDING,PENDING,FRANK,MORGAN
654674,592ea7e3,JOINT,TESLA INC.,TSLA,658,2025-03-20,2025-03-21,3285.17,EUR,COMPLETED,SHORT-TERM,JULIE,HERNANDEZ
414802,bedba340,401(K),APPLE INC.,AAPL,265,2024-06-12,,322.53,EUR,PENDING,PENDING,WALTER,GUZMAN
642070,1bb45568,BROKERAGE,BERKSHIRE HATHAWAY,BRK.A,188,2024-04-23,2024-04-24,,EUR,COMPLETED,AUTO-INVEST,MICHAEL,BENTLEY
,68da3d9a,BROKERAGE,MICROSOFT CORP,MSFT,978,2025-02-20,,2456.9,CAD,PENDING,PENDING,MICHAEL,BENTLEY
425157,f879d58c,BROKERAGE,ALPHABET INC.,GOOGL,885,2024-04-25,2024-04-26,1930.17,EUR,COMPLETED,SHORT-TERM,STEPHANIE,BENNETT
425601,a0acb6fc,TRUST,APPLE INC.,AAPL,959,2025-03-13,2025-03-14,1444.36,USD,COMPLETED,WATCHLIST,MARIA,GONZALEZ
799271,3c146af3,401(K),NETFLIX,NFLX,327,2022-11-18,2022-11-21,,EUR,COMPLETED,DIVIDENDS REINVESTED,AMY,JOHNSON
,01d6d625,401(K),NETFLIX,NFLX,8,2024-06-25,,2189.81,EUR,PENDING,PENDING,KENNETH,HARTMAN
219322,0ebcf048,401(K),"AMAZON.COM, INC.",AMZN,636,2024-10-30,2024-10-31,929.04,CAD,COMPLETED,AUTO-INVEST,ANTHONY,FLYNN
070077,7339aa83,401(K),TESLA INC.,TSLA,488,2022-09-02,,2541.04,CAD,PENDING,PENDING,TIMOTHY,CHAPMAN
,97164125,JOINT,JOHNSON & JOHNSON,JNJ,504,2025-03-25,2025-03-26,4294.6,CAD,COMPLETED,DIVIDENDS REINVESTED,MARIA,REYNOLDS
146919,02582831,CUSTODIAL,JOHNSON & JOHNSON,JNJ,980,2021-11-01,2021-11-02,2984.98,CAD,COMPLETED,DIVIDENDS REINVESTED,AMANDA,CARPENTER
045531,2e00c402,JOINT,NVIDIA CORPORATION,NVDA,807,2022-06-06,2022-06-07,4014.8,EUR,COMPLETED,SHORT-TERM,,
,6d3eb160,ROTH IRA,META PLATFORMS,META,901,2021-12-20,,4646.71,USD,PENDING,PENDING,JOSEPH,CRAWFORD
,4d2e6a1b,BROKERAGE,JOHNSON & JOHNSON,JNJ,10,2023-07-28,2023-07-31,1834.68,USD,COMPLETED,DIVIDENDS REINVESTED,KIMBERLY,WILLIAMS
470840,e7e22894,TRUST,NVIDIA CORPORATION,NVDA,451,2022-02-15,2022-02-16,165.68,USD,COMPLETED,DIVIDENDS REINVESTED,ISAAC,WOOD
918798,5a2307dc,JOINT,TESLA INC.,TSLA,395,2023-06-14,2023-06-15,491.65,USD,COMPLETED,WATCHLIST,DEBORAH,ATKINSON
365934,75f37cee,401(K),NVIDIA CORPORATION,NVDA,372,2023-05-30,2023-05-31,228.49,USD,COMPLETED,DIVIDENDS REINVESTED,BRANDON,MILLS
467740,df835ee7,TRUST,JOHNSON & JOHNSON,JNJ,317,2024-12-23,2024-12-24,3577.82,CAD,COMPLETED,WATCHLIST,FELICIA,SCOTT
151323,b657690a,CUSTODIAL,NETFLIX,NFLX,346,2025-06-17,2025-06-18,1679.7,EUR,COMPLETED,SHORT-TERM,SHANNON,COSTA
146919,effd3da3,CUSTODIAL,ALPHABET INC.,GOOGL,269,2023-08-03,2023-08-04,2672.57,EUR,COMPLETED,WATCHLIST,AMANDA,CARPENTER
060888,06ede6b9,BROKERAGE,APPLE INC.,AAPL,10,2024-12-12,,,EUR,PENDING,PENDING,GLEN,THOMAS
895272,cf9ffa64,TRUST,MICROSOFT CORP,MSFT,576,2025-06-26,,3537.38,CAD,PENDING,PENDING,,
,c9989c42,ROTH IRA,META PLATFORMS,META,965,2024-10-30,,4811.49,USD,PENDING,PENDING,JOSE,THOMAS
606604,cda32b66,ROTH IRA,APPLE INC.,AAPL,813,2024-07-05,2024-07-08,3621.12,CAD,COMPLETED,,SHARON,RUIZ
635995,76cdc445,TRUST,MICROSOFT CORP,MSFT,221,2025-07-10,2025-07-11,1135.86,EUR,COMPLETED,AUTO-INVEST,STEPHEN,CARTER
965656,0fa1609c,JOINT,NVIDIA CORPORATION,NVDA,412,2025-06-09,2025-06-10,1601.20,CAD,COMPLETED,SHORT-TERM,MARIA,REYNOLDS
626352,243bb71f,ROTH IRA,MICROSOFT CORP,MSFT,373,2024-11-25,2024-11-26,1643.61,CAD,COMPLETED,AUTO-INVEST,CARLOS,ALEXANDER
895272,60e863f9,TRUST,"AMAZON.COM, INC.",AMZN,824,2025-06-02,2025-06-03,1261.48,USD,COMPLETED,SHORT-TERM,RONALD,SPARKS
995012,2e66d9b2,401(K),MICROSOFT CORP,MSFT,233,2025-02-11,2025-02-12,309.76,USD,COMPLETED,WATCHLIST,MICHAEL,COLLINS
903108,0652a4df,JOINT,"AMAZON.COM, INC.",AMZN,,2025-05-12,2025-05-13,2312.2,CAD,COMPLETED,SHORT-TERM,MACKENZIE,BARRETT
412643,3f4daee2,TRUST,NETFLIX,NFLX,,2024-04-05,2024-04-08,1200.18,CAD,COMPLETED,WATCHLIST,,
161388,74384908,ROTH IRA,JOHNSON & JOHNSON,JNJ,856,2023-11-21,2023-11-22,2756.02,CAD,COMPLETED,WATCHLIST,LESLIE,MONTOYA
593464,bcf999ad,401(K),MICROSOFT CORP,MSFT,346,2024-01-03,2024-01-04,3617.36,USD,COMPLETED,DIVIDENDS REINVESTED,ASHLEY,GALLEGOS
058600,4d0104b2,BROKERAGE,NVIDIA CORPORATION,NVDA,266,2024-08-14,2024-08-15,3128.65,CAD,COMPLETED,DIVIDENDS REINVESTED,LEAH,LARSEN
228936,a751f3a9,JOINT,ALPHABET INC.,GOOGL,153,2024-03-01,,3554.33,EUR,PENDING,PENDING,SPENCER,CLARK
532263,24a711f0,ROTH IRA,"AMAZON.COM, INC.",AMZN,166,2024-10-01,,,CAD,PENDING,PENDING,TINA,JONES
621357,4d1bf1ca,CUSTODIAL,BERKSHIRE HATHAWAY,BRK.A,589,2024-08-05,2024-08-06,2633.75,CAD,COMPLETED,AUTO-INVEST,GARY,LYNCH
059967,7e2615a7,BROKERAGE,"AMAZON.COM, INC.",AMZN,424,2025-05-28,2025-05-29,2340.9,EUR,COMPLETED,AUTO-INVEST,APRIL,TERRY
819106,d742cbb5,CUSTODIAL,TESLA INC.,TSLA,625,2023-06-13,2023-06-14,2230.21,CAD,COMPLETED,,MARTHA,STUART
232061,474211d5,TRUST,NETFLIX,NFLX,645,2021-01-08,2021-01-11,2097.27,EUR,COMPLETED,SHORT-TERM,,
380206,4b89f71d,ROTH IRA,BERKSHIRE HATHAWAY,BRK.A,518,2024-03-11,2024-03-12,464.22,CAD,COMPLETED,AUTO-INVEST,RACHEL,RICHMOND
669675,abcdf318,ROTH IRA,NETFLIX,NFLX,997,2022-10-19,2022-10-20,4167.53,USD,COMPLETED,WATCHLIST,LAUREN,MIRANDA
178881,ee7280f9,JOINT,JOHNSON & JOHNSON,JNJ,944,2025-07-11,2025-07-14,3533.36,EUR,COMPLETED,DIVIDENDS REINVESTED,DREW,SALAZAR
866068,b4bdca9f,CUSTODIAL,META PLATFORMS,META,230,2025-06-18,2025-06-20,2036.2,EUR,COMPLETED,DIVIDENDS REINVESTED,EDWARD,WASHINGTON
927726,763404ee,TRUST,APPLE INC.,AAPL,888,2025-01-30,2025-01-31,2577.72,CAD,COMPLETED,DIVIDENDS REINVESTED,ROBERT,MORRISON
072136,fda19c10,ROTH IRA,"AMAZON.COM, INC.",AMZN,587,2025-07-18,2025-07-18,12.4,EUR,COMPLETED,DIVIDENDS REINVESTED,KAYLA,STEWART
070077,08d66952,401(K),TESLA INC.,TSLA,929,2021-09-08,2021-09-09,1898.49,CAD,COMPLETED,,TIMOTHY,CHAPMAN
958698,aa284b65,401(K),ALPHABET INC.,GOOG,413,2025-06-05,2025-06-06,336.12,EUR,COMPLETED,SHORT-TERM,JONATHAN,RAMOS
536087,c1da5b0f,CUSTODIAL,NETFLIX,NFLX,806,2023-03-16,2023-03-17,2516.5,EUR,COMPLETED,,JAY,NELSON
380206,6f090397,ROTH IRA,BERKSHIRE HATHAWAY,BRK.A,434,2024-04-12,2024-04-15,2840.20,CAD,COMPLETED,WATCHLIST,RACHEL,RICHMOND
630365,26e5f9b5,JOINT,JOHNSON & JOHNSON,JNJ,73,2025-01-15,2025-01-16,2378.15,EUR,COMPLETED,,JAMES,POOLE
813972,5f8e0ed5,BROKERAGE,APPLE INC.,AAPL,317,2021-09-23,2021-09-24,3617.0,EUR,COMPLETED,DIVIDENDS REINVESTED,ASHLEE,BELL
439346,fa4a9ced,ROTH IRA,JOHNSON & JOHNSON,JNJ,10,2022-09-19,2022-09-20,1818.77,EUR,COMPLETED,AUTO-INVEST,CHRISTOPHER,LOWERY
,0cf7652d,ROTH IRA,BERKSHIRE HATHAWAY,BRK.A,408,2025-06-26,2025-06-27,4410.35,USD,COMPLETED,WATCHLIST,TAMMY,ALLISON
606604,7c71ebff,ROTH IRA,TESLA INC.,TSLA,775,2022-08-22,2022-08-23,4991.22,EUR,COMPLETED,SHORT-TERM,SHARON,RUIZ
308781,cf330ba6,CUSTODIAL,JOHNSON & JOHNSON,JNJ,695,2024-05-23,2024-05-24,3003.62,USD,COMPLETED,,THOMAS,JACKSON
536087,e88dd683,CUSTODIAL,ALPHABET INC.,GOOGL,,2023-12-18,2023-12-19,1828.86,CAD,COMPLETED,WATCHLIST,JAY,NELSON
414802,d9bfe0dd,401(K),APPLE INC.,AAPL,10,2024-04-24,2024-04-25,3938.92,CAD,COMPLETED,AUTO-INVEST,WALTER,GUZMAN
594008,c8cafb8b,TRUST,BERKSHIRE HATHAWAY,BRK.A,10,2025-04-14,2025-04-15,1825.81,CAD,COMPLETED,DIVIDENDS REINVESTED,BENJAMIN,WILSON
866068,f2c21f80,CUSTODIAL,"AMAZON.COM, INC.",AMZN,842,2025-07-09,2025-07-10,1764.17,CAD,COMPLETED,AUTO-INVEST,EDWARD,WASHINGTON
813972,3245ad54,BROKERAGE,BERKSHIRE HATHAWAY,BRK.A,534,2023-01-05,2023-01-06,1084.88,EUR,COMPLETED,,ASHLEE,BELL
739449,a8a4a29c,BROKERAGE,TESLA INC.,TSLA,604,2025-07-17,2025-07-18,742.02,EUR,COMPLETED,SHORT-TERM,JESSICA,JONES
541261,8e467f61,BROKERAGE,APPLE INC.,AAPL,895,2023-10-06,,2199.73,EUR,PENDING,PENDING,PATRICK,HERNANDEZ
228936,5e9263c2,JOINT,JOHNSON & JOHNSON,JNJ,,2023-09-28,,4824.98,CAD,PENDING,PENDING,SPENCER,CLARK
866068,036a7c67,CUSTODIAL,JOHNSON & JOHNSON,JNJ,870,2024-12-04,2024-12-05,,CAD,COMPLETED,,EDWARD,WASHINGTON
870729,9f357319,401(K),META PLATFORMS,META,296,2025-02-14,2025-02-18,1902.48,USD,COMPLETED,SHORT-TERM,SABRINA,BOWEN
060888,85763c08,BROKERAGE,MICROSOFT CORP,MSFT,115,2025-03-26,2025-03-27,2588.1,CAD,COMPLETED,,GLEN,THOMAS
093829,6c8136e7,ROTH IRA,APPLE INC.,AAPL,243,2024-12-03,2024-12-04,2764.68,CAD,COMPLETED,,JOHN,SULLIVAN
606604,fdb332b4,ROTH IRA,NETFLIX,NFLX,32,2024-11-15,2024-11-18,,USD,COMPLETED,SHORT-TERM,SHARON,RUIZ
555088,bb4647ee,TRUST,APPLE INC.,AAPL,419,2024-07-10,2024-07-11,4856.86,USD,COMPLETED,SHORT-TERM,DANIELLE,BELL
425601,99d1c6de,TRUST,META PLATFORMS,META,166,2024-12-04,2024-12-05,,CAD,COMPLETED,DIVIDENDS REINVESTED,MARIA,GONZALEZ
594008,6dd715ef,TRUST,BERKSHIRE HATHAWAY,BRK.A,93,2025-04-01,,2097.53,CAD,PENDING,PENDING,BENJAMIN,WILSON
504812,131f8c43,ROTH IRA,APPLE INC.,AAPL,320,2024-02-28,2024-02-29,69.25,USD,COMPLETED,SHORT-TERM,JENNIFER,KING
365934,f79c8fa4,401(K),BERKSHIRE HATHAWAY,BRK.A,936,2023-11-28,,1787.16,EUR,PENDING,PENDING,BRANDON,MILLS
,1f91f761,BROKERAGE,META PLATFORMS,META,511,2025-07-16,2025-07-17,,EUR,COMPLETED,DIVIDENDS REINVESTED,STEPHANIE,PERRY
589209,3d994209,401(K),JOHNSON & JOHNSON,JNJ,139,2024-01-22,2024-01-23,1067.78,EUR,COMPLETED,DIVIDENDS REINVESTED,PAMELA,JACKSON
093829,3ecef4bc,ROTH IRA,MICROSOFT CORP,MSFT,79,2025-06-11,2025-06-12,3553.4,CAD,COMPLETED,,JOHN,SULLIVAN
504812,eac7e6af,ROTH IRA,TESLA INC.,TSLA,834,2023-03-07,2023-03-08,1184.13,USD,COMPLETED,DIVIDENDS REINVESTED,JENNIFER,KING
616641,b9c046bc,BROKERAGE,NVIDIA CORPORATION,NVDA,342,2025-01-02,2025-01-03,4330.7,CAD,COMPLETED,,MARK,DEAN
583113,54c3a95a,BROKERAGE,"AMAZON.COM, INC.",AMZN,67,2021-04-19,2021-04-20,4322.5,USD,COMPLETED,,,
907856,75534b03,TRUST,ALPHABET INC.,GOOGL,710,2025-01-03,2025-01-06,711.37,USD,COMPLETED,SHORT-TERM,JOHN,JOHNSON
763325,f56f9c19,ROTH IRA,JOHNSON & JOHNSON,JNJ,727,2023-07-12,2023-07-13,2263.68,EUR,COMPLETED,DIVIDENDS REINVESTED,EMILY,HART
642070,abd3b15a,BROKERAGE,APPLE INC.,AAPL,534,2025-03-18,,1770.50,EUR,PENDING,PENDING,MICHAEL,BENTLEY
093449,6e4ebd5c,JOINT,"AMAZON.COM, INC.",AMZN,542,2021-01-27,2021-01-28,,EUR,COMPLETED,SHORT-TERM,JEFF,MORROW
958698,65dde228,401(K),APPLE INC.,AAPL,416,2025-04-22,2025-04-23,,EUR,COMPLETED,DIVIDENDS REINVESTED,JONATHAN,RAMOS
621357,a4874407,CUSTODIAL,MICROSOFT CORP,MSFT,777,2023-11-13,2023-11-14,1449.25,EUR,COMPLETED,AUTO-INVEST,GARY,LYNCH
232061,04ff6f22,TRUST,TESLA INC.,TSLA,76,2020-12-31,2021-01-04,824.65,USD,COMPLETED,AUTO-INVEST,FRANCISCO,MILLER
414802,7dcaa558,401(K),ALPHABET INC.,GOOGL,724,2023-04-11,2023-04-12,2210.00,USD,COMPLETED,WATCHLIST,WALTER,GUZMAN
433674,4b7a779d,401(K),NETFLIX,NFLX,274,2025-07-17,2025-07-18,1354.96,USD,COMPLETED,AUTO-INVEST,,
613288,dc1b0347,JOINT,NVIDIA CORPORATION,NVDA,301,2025-06-25,2025-06-26,2360.41,USD,COMPLETED,DIVIDENDS REINVESTED,KENNETH,HARTMAN
,880c2ee8,TRUST,BERKSHIRE HATHAWAY,BRK.A,929,2025-03-14,,806.55,USD,PENDING,PENDING,AARON,JONES
060625,b23697a1,BROKERAGE,MICROSOFT CORP,MSFT,946,2025-07-16,2025-07-17,2494.86,USD,COMPLETED,DIVIDENDS REINVESTED,STEPHANIE,PERRY
624377,8f7b8a8c,ROTH IRA,"AMAZON.COM, INC.",AMZN,47,2025-06-03,2025-06-04,4489.8,EUR,COMPLETED,,TAMMY,ALLISON
028008,4621a7ea,JOINT,NVIDIA CORPORATION,NVDA,3,2025-01-10,2025-01-13,1150.14,CAD,COMPLETED,DIVIDENDS REINVESTED,BRITTANY,SMITH
740826,e9af61cf,401(K),TESLA INC.,TSLA,10,2025-05-29,2025-05-30,4648.10,USD,COMPLETED,AUTO-INVEST,RICHARD,MILLER
058600,c4526105,BROKERAGE,TESLA INC.,TSLA,83,2024-11-18,2024-11-19,3274.77,CAD,COMPLETED,AUTO-INVEST,LEAH,LARSEN
669675,c952ae28,ROTH IRA,NETFLIX,NFLX,287,2023-01-30,2023-01-31,2341.36,EUR,COMPLETED,WATCHLIST,,
446677,373d910a,BROKERAGE,MICROSOFT CORP,MSFT,894,2023-05-26,2023-05-30,645.38,CAD,COMPLETED,,JENNIFER,CLARKE
671985,f532ca86,JOINT,APPLE INC.,AAPL,10,2024-01-24,,2138.62,EUR,PENDING,PENDING,KATIE,KIM
958698,4bf7f474,401(K),BERKSHIRE HATHAWAY,BRK.A,364,2025-05-01,2025-05-02,3580.32,EUR,COMPLETED,SHORT-TERM,JONATHAN,RAMOS
503480,ff962123,JOINT,META PLATFORMS,META,908,2025-03-04,2025-03-05,2723.40,USD,COMPLETED,AUTO-INVEST,THEODORE,MALDONADO
026885,e97d9265,JOINT,NVIDIA CORPORATION,NVDA,325,2025-06-12,,3568.00,EUR,PENDING,PENDING,BRITTANY,ROBERTS
499100,a855644d,ROTH IRA,ALPHABET INC.,GOOGL,115,2025-06-13,2025-06-16,2665.28,CAD,COMPLETED,AUTO-INVEST,DEBORAH,MOODY
499100,59599f93,ROTH IRA,"AMAZON.COM, INC.",AMZN,741,2025-06-10,2025-06-11,2219.80,CAD,COMPLETED,SHORT-TERM,DEBORAH,MOODY
045531,8cdd1029,JOINT,JOHNSON & JOHNSON,JNJ,6,2022-11-07,2022-11-08,2085.98,CAD,COMPLETED,DIVIDENDS REINVESTED,,
996217,f3e42d81,401(K),TESLA INC.,TSLA,788,2025-05-27,,2112.52,USD,PENDING,PENDING,EDWARD,MEDINA
232061,cea8e8dc,TRUST,ALPHABET INC.,GOOGL,464,2021-06-24,2021-06-25,1149.57,USD,COMPLETED,WATCHLIST,FRANCISCO,MILLER
866068,f5f1484c,CUSTODIAL,ALPHABET INC.,GOOGL,697,2025-04-10,2025-04-11,4286.3,USD,COMPLETED,WATCHLIST,EDWARD,WASHINGTON
190305,d83d149c,BROKERAGE,JOHNSON & JOHNSON,JNJ,875,2022-09-06,,,USD,PENDING,PENDING,JAMIE,GONZALES
271427,7abe29c1,ROTH IRA,JOHNSON & JOHNSON,JNJ,279,2024-04-17,2024-04-18,771.32,CAD,COMPLETED,,HEIDI,COX
470840,5efe640e,TRUST,MICROSOFT CORP,MSFT,339,2021-07-16,2021-07-19,3889.22,USD,COMPLETED,SHORT-TERM,ISAAC,WOOD
,2df902ef,ROTH IRA,BERKSHIRE HATHAWAY,BRK.A,611,2024-09-10,2024-09-11,377.98,USD,COMPLETED,,WILLIAM,WINTERS
630365,76209c84,JOINT,JOHNSON & JOHNSON,JNJ,769,2024-08-15,2024-08-16,3298.21,CAD,COMPLETED,WATCHLIST,JAMES,POOLE
788359,e2a31349,TRUST,TESLA INC.,TSLA,202,2024-12-13,2024-12-16,2628.41,CAD,COMPLETED,AUTO-INVEST,MATTHEW,LEWIS
702451,67db4b0e,TRUST,"AMAZON.COM, INC.",AMZN,362,2023-08-10,2023-08-11,474.61,USD,COMPLETED,AUTO-INVEST,CAROLYN,POWELL
155854,6d04548d,BROKERAGE,ALPHABET INC.,GOOGL,111,2024-08-09,2024-08-12,1965.38,EUR,COMPLETED,AUTO-INVEST,MARK,BROWN
219322,ceeae143,401(K),JOHNSON & JOHNSON,JNJ,61,2025-04-24,,4074.9,CAD,PENDING,PENDING,ANTHONY,FLYNN
,8b16b4f6,401(K),TESLA INC.,TSLA,842,2025-02-13,,,CAD,PENDING,PENDING,ANTHONY,FLYNN
799271,ecc400cb,401(K),META PLATFORMS,META,992,2023-03-02,2023-03-03,1904.03,CAD,COMPLETED,WATCHLIST,AMY,JOHNSON
870729,c91a80d5,401(K),"AMAZON.COM, INC.",AMZN,484,2024-11-05,2024-11-06,4334.33,CAD,COMPLETED,,SABRINA,BOWEN
770530,6a8d2d98,401(K),BERKSHIRE HATHAWAY,BRK.A,984,2024-09-05,2024-09-06,911.30,CAD,COMPLETED,AUTO-INVEST,TERRY,NEWTON
433674,7800aa62,401(K),APPLE INC.,AAPL,234,2025-03-26,2025-03-27,3744.6,EUR,COMPLETED,,KIMBERLY,MARTIN
219322,1339a2bd,401(K),"AMAZON.COM, INC.",AMZN,293,2025-04-03,2025-04-04,2257.24,EUR,COMPLETED,WATCHLIST,ANTHONY,FLYNN
,fb6e163c,CUSTODIAL,"AMAZON.COM, INC.",AMZN,66,2025-06-25,2025-06-26,1736.72,CAD,COMPLETED,WATCHLIST,LEON,DANIELS
740826,cf215a3a,401(K),META PLATFORMS,META,290,2025-06-17,2025-06-18,3523.35,CAD,COMPLETED,AUTO-INVEST,RICHARD,MILLER
,7d915a55,401(K),TESLA INC.,TSLA,985,2023-09-12,2023-09-13,4371.13,CAD,COMPLETED,AUTO-INVEST,ASHLEY,GALLEGOS
509680,6eb7a7c8,CUSTODIAL,APPLE INC.,AAPL,351,2024-08-07,2024-08-08,3399.44,EUR,COMPLETED,SHORT-TERM,SEAN,DANIEL
957477,2d282ce4,CUSTODIAL,JOHNSON & JOHNSON,JNJ,472,2024-04-04,2024-04-05,,EUR,COMPLETED,DIVIDENDS REINVESTED,,
927726,37dd7066,TRUST,META PLATFORMS,META,479,2025-01-27,,1005.92,USD,PENDING,PENDING,ROBERT,MORRISON
674542,27058716,401(K),TESLA INC.,TSLA,275,2024-03-28,2024-03-29,3538.08,CAD,COMPLETED,AUTO-INVEST,LATASHA,SMITH
786996,e13651b1,ROTH IRA,NVIDIA CORPORATION,NVDA,,2025-06-30,2025-07-01,2142.69,CAD,COMPLETED,SHORT-TERM,DAVID,BEASLEY
423183,d1b8bfb2,BROKERAGE,BERKSHIRE HATHAWAY,BRK.A,903,2023-04-03,2023-04-04,4367.00,CAD,COMPLETED,,HANNAH,CANTRELL
060888,c1f3fad1,BROKERAGE,ALPHABET INC.,GOOGL,496,2024-08-20,2024-08-21,527.31,EUR,COMPLETED,AUTO-INVEST,GLEN,THOMAS
137421,ebc97764,401(K),BERKSHIRE HATHAWAY,BRK.A,251,2024-01-11,2024-01-12,3468.8,CAD,COMPLETED,AUTO-INVEST,TAMMY,CAMPBELL
412643,3aef8b23,TRUST,ALPHABET INC.,GOOGL,61,2024-02-01,,3346.38,CAD,PENDING,PENDING,SHARON,STEWART
504812,4fccd0af,ROTH IRA,NVIDIA CORPORATION,NVDA,980,2024-02-26,2024-02-27,1707.21,USD,COMPLETED,DIVIDENDS REINVESTED,JENNIFER,KING
