Name,Account ID,Transaction ID,Account Type,Asset,Ticker,Quantity,Trade Date,Settlement Date,Price Per Share,Currency,Status,Notes
mackenzie BARRETT,ACC-9031-08,46e59c28,Joint, microsoft corp ,MSFT,114,7/3/2025,,$4718.3,CAD,Pending,pending
jamie gonzales,ACC-1903-05,84e53ffa,Brokerage,"Amazon.Com, Inc.",Amzn,505,4/15/2021,4/16/2021,57.29,USD,Completed,dividends reinvested
Christopher esparza,ACC-9384-53,c03af18d,Trust,APPLE INC.,AAPL,806,4/24/2025,4/25/2025,N/A,EUR,Completed,watchlist
john JOHNSON,ACC-9078-56,48500586,Trust,netflix,NFL,43,7/7/2025,8-Jul-2025,3413.75usd,EUR,Completed,dividends reinvested
robert MORRISON,ACC-9277-26,635f810e,Trust, Netflix ,nflx,67,29-Oct-2024,10/30/2024,"$1,409.22",EUR,Completed,watchlist
jay NELSON,ACC-5360-87,8599c9dd,Custodial,meta platforms,META,285,9/16/2024,,$4111.5,EUR,Pending,pending
,ACC-9847-12,89631f1a,Roth IRA,NVIDIA CORPORATION,Nvd,671,25-Oct-2022,,1177.24usd,CAD,Pending,pending
Frank GALLOWAY,ACC-3250-12,1f228cdb,Joint,APPLE INC.,aapl,214,2/19/2025,2/20/2025,3060.82usd,USD,Completed,watchlist
MATTHEW lewis,ACC-7883-59,d48631f7,Trust,tesla inc.,TSLA,832,6-Feb-2025,2/7/2025,"$2,100.20",CAD,Completed,dividends reinvested
RONALD sparks,ACC-8952-72,350ad8f1,Trust,Nvidia Corporation,nvda,46,2/27/2024,,N/A,EUR,Pending,pending
stephanie BENNETT,ACC-4251-57,a2c8abb8,Brokerage, Nvidia Corporation ,Nvd,365,31-Oct-2024,11/1/2024,4750.87usd,USD,Completed,dividends reinvested
AARON jones,ACC-2757-73,eadfcff2,Trust,Tesla Inc.,Tsla,989,12-Dec-2024,13-Dec-2024,"2,489.35 USD",CAD,Completed,watchlist
Jay nelson,ACC-5360-87,6f34c494,Custodial,apple inc.,AAPL,534,26-Jun-2025,,$1073.8,USD,Pending,pending
MRS. MELISSA Martinez MD,ACC-9435-86,5358d5bf,Roth IRA, Alphabet Inc. ,Googl,355,4/2/2025,3-Apr-2025,904.01usd,EUR,Completed,dividends reinvested
joseph CRAWFORD,ACC-1761-45,ff82c54c,Roth IRA,MICROSOFT CORP,MSFT,361,11-Jul-2023,7/12/2023,N/A,USD,Completed,dividends reinvested
Anne MARTIN,ACC-5831-13,e04cf8ad,Brokerage,META PLATFORMS,meta,646,17-Mar-2023,20-Mar-2023,N/A,CAD,Completed,dividends reinvested
Francisco MILLER,ACC-2320-61,798b2ac7,Trust,BERKSHIRE HATHAWAY,Brk.A,865,5-May-2022,5/6/2022,$723.9,USD,Completed,dividends reinvested
CARLOS ALEXANDER,ACC-6263-52,09f7f30b,Roth IRA,Berkshire Hathaway,Brk.A,420,22-Oct-2020,23-Oct-2020,3687.77usd,CAD,Completed,dividends reinvested
robert hodges,ACC-2514-34,b70dc346,Joint,NVIDIA CORPORATION,Nvda,827,27-Mar-2025,3/28/2025,$4396.8,USD,Completed,watchlist
william Winters,ACC-1317-26,26736802,Roth IRA, MICROSOFT CORP ,Msft,375,30-Dec-2024,,2303.08usd,USD,Pending,pending
jeff MORROW,ACC-0934-49,2875d717,Joint,BERKSHIRE HATHAWAY,BRK.,95,5/14/2025,,N/A,EUR,Pending,pending
JENNIFER KING,ACC-5048-12,6a595eca,Roth IRA,NVIDIA CORPORATION,nvda,125,1/13/2023,17-Jan-2023,N/A,EUR,Completed,dividends reinvested
TERRY Newton,ACC-7705-30,acc99a1a,401(k),meta platforms,Meta,22,26-Mar-2024,27-Mar-2024,$669.4,EUR,Completed,
FRANK MORGAN,ACC-1723-94,ce28e324,401(k),"amazon.com, inc.",Amzn,512,2-Oct-2020,,N/A,CAD,Pending,pending
julie HERNANDEZ,ACC-6546-74,592ea7e3,Joint,Tesla Inc.,TSLA,658,3/20/2025,3/21/2025,"3,285.17 USD",EUR,Completed,short-term
WALTER GUZMAN,ACC-4148-02,bedba340,401(k),apple inc.,Aapl,265,6/12/2024,,322.53 USD,EUR,Pending,pending
MICHAEL BENTLEY,ACC-6420-70,1bb45568,Brokerage,berkshire hathaway,brk.a,188,23-Apr-2024,24-Apr-2024,N/A,EUR,Completed,auto-invest
MICHAEL bentley,,68da3d9a,Brokerage,microsoft corp,msft,978,2/20/2025,,$2456.9,CAD,Pending,pending
STEPHANIE BENNETT,ACC-4251-57,f879d58c,Brokerage,ALPHABET INC.,GOOGL,885,4/25/2024,4/26/2024,1930.17,EUR,Completed,short-term
Maria gonzalez,ACC-4256-01,a0acb6fc,Trust,apple inc.,Aapl,959,13-Mar-2025,3/14/2025,"$1,444.36",USD,Completed,watchlist
AMY Johnson,ACC-7992-71,3c146af3,401(k),Netflix,NFLX,327,11/18/2022,21-Nov-2022,N/A,EUR,Completed,dividends reinvested
kenneth HARTMAN,,01d6d625,401(k), NETFLIX ,NFLX,8,25-Jun-2024,,2189.81usd,EUR,Pending,pending
Anthony FLYNN,ACC-2193-22,0ebcf048,401(k),"amazon.com, inc.",AMZN,636,30-Oct-2024,10/31/2024,$929.04,CAD,Completed,auto-invest
Timothy chapman,ACC-0700-77,7339aa83,401(k),Tesla Inc.,TSLA,488,2-Sep-2022,,$2541.04,CAD,Pending,pending
maria REYNOLDS,,97164125,Joint,JOHNSON & JOHNSON,Jnj,504,25-Mar-2025,3/26/2025,$4294.6,CAD,Completed,dividends reinvested
Amanda Carpenter,ACC-1469-19,02582831,Custodial,Johnson & Johnson,jnj,980,1-Nov-2021,2-Nov-2021,$2984.98,CAD,Completed,dividends reinvested
,ACC-0455-31,2e00c402,Joint,nvidia corporation,nvda,807,6-Jun-2022,6/7/2022,$4014.8,EUR,Completed,short-term
joseph CRAWFORD,,6d3eb160,Roth IRA,meta platforms,meta,901,20-Dec-2021,,4646.71usd,USD,Pending,pending
KIMBERLY Williams,,4d2e6a1b,Brokerage,Johnson & Johnson,Jnj,ten,28-Jul-2023,7/31/2023,1834.68usd,USD,Completed,dividends reinvested
isaac Wood,ACC-4708-40,e7e22894,Trust,NVIDIA CORPORATION,NVDA,451,2/15/2022,16-Feb-2022,165.68,USD,Completed,dividends reinvested
deborah atkinson,ACC-9187-98,5a2307dc,Joint, tesla inc. ,Tsla,395,6/14/2023,15-Jun-2023,491.65usd,USD,Completed,watchlist
Brandon Mills,ACC-3659-34,75f37cee,401(k),NVIDIA CORPORATION,Nvda,372,5/30/2023,31-May-2023,228.49 USD,USD,Completed,dividends reinvested
FELICIA SCOTT,ACC-4677-40,df835ee7,Trust,johnson & johnson,jnj,317,12/23/2024,24-Dec-2024,"$3,577.82",CAD,Completed,watchlist
shannon costa,ACC-1513-23,b657690a,Custodial, NETFLIX ,Nflx,346,6/17/2025,18-Jun-2025,$1679.7,EUR,Completed,short-term
Amanda carpenter,ACC-1469-19,effd3da3,Custodial, alphabet inc. ,googl,269,3-Aug-2023,4-Aug-2023,2672.57usd,EUR,Completed,watchlist
glen THOMAS,ACC-0608-88,06ede6b9,Brokerage,Apple Inc.,AAP,ten,12-Dec-2024,,N/A,EUR,Pending,pending
,ACC-8952-72,cf9ffa64,Trust,Microsoft Corp,msft,576,26-Jun-2025,,"3,537.38 USD",CAD,Pending,pending
JOSE THOMAS,,c9989c42,Roth IRA,Meta Platforms,Meta,965,30-Oct-2024,,$4811.49,USD,Pending,pending
SHARON Ruiz,ACC-6066-04,cda32b66,Roth IRA,APPLE INC.,Aapl,813,5-Jul-2024,7/8/2024,3621.12,CAD,Completed,
Stephen carter,ACC-6359-95,76cdc445,Trust,microsoft corp,MSFT,221,10-Jul-2025,7/11/2025,"1,135.86 USD",EUR,Completed,auto-invest
maria Reynolds,ACC-9656-56,0fa1609c,Joint, Nvidia Corporation ,Nvda,412,6/9/2025,10-Jun-2025,$1601.20,CAD,Completed,short-term
carlos ALEXANDER,ACC-6263-52,243bb71f,Roth IRA, Microsoft Corp ,msft,373,11/25/2024,11/26/2024,$1643.61,CAD,Completed,auto-invest
ronald SPARKS,ACC-8952-72,60e863f9,Trust," Amazon.Com, Inc. ",Amzn,824,6/2/2025,3-Jun-2025,"1,261.48 USD",USD,Completed,short-term
MICHAEL Collins,ACC-9950-12,2e66d9b2,401(k),MICROSOFT CORP,MSFT,233,2/11/2025,2/12/2025,$309.76,USD,Completed,watchlist
mackenzie BARRETT,ACC-9031-08,0652a4df,Joint,"amazon.com, inc.",Amzn,N/A,5/12/2025,5/13/2025,$2312.2,CAD,Completed,short-term
,ACC-4126-43,3f4daee2,Trust,NETFLIX,nflx,N/A,4/5/2024,4/8/2024,1200.18usd,CAD,Completed,watchlist
Leslie MONTOYA,ACC-1613-88,74384908,Roth IRA,Johnson & Johnson,JNJ,856,11/21/2023,22-Nov-2023,"$2,756.02",CAD,Completed,watchlist
ashley GALLEGOS,ACC-5934-64,bcf999ad,401(k),MICROSOFT CORP,msf,346,1/3/2024,1/4/2024,"3,617.36 USD",USD,Completed,dividends reinvested
LEAH Larsen,ACC-0586-00,4d0104b2,Brokerage,Nvidia Corporation,NVDA,266,8/14/2024,8/15/2024,"$3,128.65",CAD,Completed,dividends reinvested
SPENCER CLARK,ACC-2289-36,a751f3a9,Joint,alphabet inc.,GOOGL,153,1-Mar-2024,,$3554.33,EUR,Pending,pending
Tina jones,ACC-5322-63,24a711f0,Roth IRA,"AMAZON.COM, INC.",Amzn,166,10/1/2024,,N/A,CAD,Pending,pending
Gary LYNCH,ACC-6213-57,4d1bf1ca,Custodial,Berkshire Hathaway,brk.a,589,5-Aug-2024,8/6/2024,$2633.75,CAD,Completed,auto-invest
April terry,ACC-0599-67,7e2615a7,Brokerage,"amazon.com, inc.",amzn,424,5/28/2025,5/29/2025,$2340.9,EUR,Completed,auto-invest
Martha STUART,ACC-8191-06,d742cbb5,Custodial,TESLA INC.,TSLA,625,13-Jun-2023,6/14/2023,"$2,230.21",CAD,Completed,
,ACC-2320-61,474211d5,Trust, netflix ,nflx,645,1/8/2021,1/11/2021,2097.27usd,EUR,Completed,short-term
rachel richmond,ACC-3802-06,4b89f71d,Roth IRA,berkshire hathaway,brk.a,518,11-Mar-2024,3/12/2024,464.22 USD,CAD,Completed,auto-invest
LAUREN Miranda,ACC-6696-75,abcdf318,Roth IRA,NETFLIX,Nflx,997,19-Oct-2022,10/20/2022,4167.53,USD,Completed,watchlist
drew Salazar,ACC-1788-81,ee7280f9,Joint,johnson & johnson,jnj,944,7/11/2025,14-Jul-2025,3533.36usd,EUR,Completed,dividends reinvested
EDWARD Washington,ACC-8660-68,b4bdca9f,Custodial,META PLATFORMS,Meta,230,18-Jun-2025,6/20/2025,$2036.2,EUR,Completed,dividends reinvested
Robert MORRISON,ACC-9277-26,763404ee,Trust,APPLE INC.,Aapl,888,1/30/2025,1/31/2025,2577.72usd,CAD,Completed,dividends reinvested
KAYLA stewart,ACC-0721-36,fda19c10,Roth IRA,"amazon.com, inc.",AMZN,587,18-Jul-2025,18-Jul-2025,$12.4,EUR,Completed,dividends reinvested
Timothy Chapman,ACC-0700-77,08d66952,401(k),TESLA INC.,Tsla,929,9/8/2021,9/9/2021,"1,898.49 USD",CAD,Completed,
Jonathan Ramos,ACC-9586-98,aa284b65,401(k),alphabet inc.,Goog,413,5-Jun-2025,6/6/2025,336.12,EUR,Completed,short-term
JAY NELSON,ACC-5360-87,c1da5b0f,Custodial, NETFLIX ,nflx,806,3/16/2023,17-Mar-2023,$2516.5,EUR,Completed,
RACHEL Richmond,ACC-3802-06,6f090397,Roth IRA,Berkshire Hathaway,Brk.A,434,4/12/2024,4/15/2024,$2840.20,CAD,Completed,watchlist
James poole,ACC-6303-65,26e5f9b5,Joint,johnson & johnson,Jnj,73,15-Jan-2025,1/16/2025,$2378.15,EUR,Completed,
ASHLEE Bell,ACC-8139-72,5f8e0ed5,Brokerage, APPLE INC. ,Aapl,317,23-Sep-2021,24-Sep-2021,$3617.0,EUR,Completed,dividends reinvested
christopher Lowery,ACC-4393-46,fa4a9ced,Roth IRA, JOHNSON & JOHNSON ,JNJ,ten,9/19/2022,20-Sep-2022,"$1,818.77",EUR,Completed,auto-invest
Tammy Allison,,0cf7652d,Roth IRA,BERKSHIRE HATHAWAY,Brk.A,408,26-Jun-2025,27-Jun-2025,"4,410.35 USD",USD,Completed,watchlist
SHARON ruiz,ACC-6066-04,7c71ebff,Roth IRA,tesla inc.,Tsla,775,8/22/2022,23-Aug-2022,"4,991.22 USD",EUR,Completed,short-term
thomas Jackson,ACC-3087-81,cf330ba6,Custodial,JOHNSON & JOHNSON,Jnj,695,5/23/2024,24-May-2024,3003.62usd,USD,Completed,
jay nelson,ACC-5360-87,e88dd683,Custodial,Alphabet Inc.,googl,N/A,12/18/2023,12/19/2023,$1828.86,CAD,Completed,watchlist
walter GUZMAN,ACC-4148-02,d9bfe0dd,401(k),APPLE INC.,Aapl,ten,24-Apr-2024,4/25/2024,3938.92,CAD,Completed,auto-invest
benjamin Wilson,ACC-5940-08,c8cafb8b,Trust,Berkshire Hathaway,Brk.,ten,4/14/2025,15-Apr-2025,1825.81usd,CAD,Completed,dividends reinvested
edward washington,ACC-8660-68,f2c21f80,Custodial,"AMAZON.COM, INC.",Amzn,842,7/9/2025,7/10/2025,1764.17usd,CAD,Completed,auto-invest
Ashlee BELL,ACC-8139-72,3245ad54,Brokerage,Berkshire Hathaway,BRK.A,534,1/5/2023,1/6/2023,1084.88usd,EUR,Completed,
JESSICA JONES,ACC-7394-49,a8a4a29c,Brokerage,Tesla Inc.,Tsla,604,7/17/2025,7/18/2025,742.02usd,EUR,Completed,short-term
Patrick HERNANDEZ,ACC-5412-61,8e467f61,Brokerage, apple inc. ,AAPL,895,6-Oct-2023,,"$2,199.73",EUR,Pending,pending
Spencer clark,ACC-2289-36,5e9263c2,Joint,Johnson & Johnson,Jnj,N/A,9/28/2023,,"4,824.98 USD",CAD,Pending,pending
EDWARD washington,ACC-8660-68,036a7c67,Custodial,JOHNSON & JOHNSON,Jnj,870,12/4/2024,5-Dec-2024,N/A,CAD,Completed,
SABRINA bowen,ACC-8707-29,9f357319,401(k),META PLATFORMS,meta,296,2/14/2025,2/18/2025,"1,902.48 USD",USD,Completed,short-term
glen Thomas,ACC-0608-88,85763c08,Brokerage, microsoft corp ,Msft,115,3/26/2025,3/27/2025,$2588.1,CAD,Completed,
MR. JOHN sullivan,ACC-0938-29,6c8136e7,Roth IRA,apple inc.,Aapl,243,12/3/2024,12/4/2024,$2764.68,CAD,Completed,
SHARON ruiz,ACC-6066-04,fdb332b4,Roth IRA,NETFLIX,nflx,32,11/15/2024,18-Nov-2024,N/A,USD,Completed,short-term
DANIELLE BELL,ACC-5550-88,bb4647ee,Trust,apple inc.,AAPL,419,7/10/2024,7/11/2024,"$4,856.86",USD,Completed,short-term
Maria Gonzalez,ACC-4256-01,99d1c6de,Trust,meta platforms,META,166,4-Dec-2024,5-Dec-2024,N/A,CAD,Completed,dividends reinvested
BENJAMIN WILSON,ACC-5940-08,6dd715ef,Trust,BERKSHIRE HATHAWAY,brk.a,93,4/1/2025,,2097.53usd,CAD,Pending,pending
jennifer KING,ACC-5048-12,131f8c43,Roth IRA,Apple Inc.,AAPL,320,28-Feb-2024,2/29/2024,$69.25,USD,Completed,short-term
BRANDON Mills,ACC-3659-34,f79c8fa4,401(k),berkshire hathaway,brk.a,936,28-Nov-2023,,1787.16usd,EUR,Pending,pending
stephanie perry,,1f91f761,Brokerage,META PLATFORMS,META,511,7/16/2025,7/17/2025,N/A,EUR,Completed,dividends reinvested
pamela jackson,ACC-5892-09,3d994209,401(k),Johnson & Johnson,JNJ,139,22-Jan-2024,1/23/2024,$1067.78,EUR,Completed,dividends reinvested
mr. John SULLIVAN,ACC-0938-29,3ecef4bc,Roth IRA,MICROSOFT CORP,msft,79,6/11/2025,6/12/2025,$3553.4,CAD,Completed,
Jennifer king,ACC-5048-12,eac7e6af,Roth IRA, TESLA INC. ,tsla,834,3/7/2023,8-Mar-2023,1184.13,USD,Completed,dividends reinvested
MARK dean,ACC-6166-41,b9c046bc,Brokerage,nvidia corporation,Nvda,342,1/2/2025,1/3/2025,$4330.7,CAD,Completed,
,ACC-5831-13,54c3a95a,Brokerage,"amazon.com, inc.",AMZN,67,19-Apr-2021,4/20/2021,$4322.5,USD,Completed,
JOHN johnson,ACC-9078-56,75534b03,Trust,alphabet inc.,Googl,710,1/3/2025,6-Jan-2025,$711.37,USD,Completed,short-term
emily HART,ACC-7633-25,f56f9c19,Roth IRA,JOHNSON & JOHNSON,jnj,727,12-Jul-2023,7/13/2023,"2,263.68 USD",EUR,Completed,dividends reinvested
michael bentley,ACC-6420-70,abd3b15a,Brokerage,APPLE INC.,AAPL,534,3/18/2025,,1770.50,EUR,Pending,pending
JEFF MORROW,ACC-0934-49,6e4ebd5c,Joint,"AMAZON.COM, INC.",AMZN,542,1/27/2021,28-Jan-2021,N/A,EUR,Completed,short-term
Jonathan RAMOS,ACC-9586-98,65dde228,401(k),Apple Inc.,aapl,416,4/22/2025,4/23/2025,N/A,EUR,Completed,dividends reinvested
GARY Lynch,ACC-6213-57,a4874407,Custodial,microsoft corp,Msft,777,11/13/2023,11/14/2023,1449.25usd,EUR,Completed,auto-invest
FRANCISCO MILLER,ACC-2320-61,04ff6f22,Trust,TESLA INC.,TSLA,76,12/31/2020,1/4/2021,824.65,USD,Completed,auto-invest
walter Guzman,ACC-4148-02,7dcaa558,401(k),ALPHABET INC.,GOOGL,724,11-Apr-2023,4/12/2023,"2,210.00 USD",USD,Completed,watchlist
,ACC-4336-74,4b7a779d,401(k),Netflix,NFLX,274,17-Jul-2025,7/18/2025,1354.96,USD,Completed,auto-invest
Kenneth HARTMAN,ACC-6132-88,dc1b0347,Joint,NVIDIA CORPORATION,Nvda,301,6/25/2025,26-Jun-2025,2360.41,USD,Completed,dividends reinvested
aaron JONES,,880c2ee8,Trust,BERKSHIRE HATHAWAY,brk.a,929,3/14/2025,,$806.55,USD,Pending,pending
STEPHANIE Perry,ACC-0606-25,b23697a1,Brokerage,MICROSOFT CORP,msft,946,7/16/2025,17-Jul-2025,"$2,494.86",USD,Completed,dividends reinvested
tammy Allison,ACC-6243-77,8f7b8a8c,Roth IRA,"Amazon.Com, Inc.",AMZN,47,3-Jun-2025,6/4/2025,$4489.8,EUR,Completed,
BRITTANY smith,ACC-0280-08,4621a7ea,Joint,Nvidia Corporation,NVD,3,1/10/2025,1/13/2025,1150.14usd,CAD,Completed,dividends reinvested
RICHARD Miller,ACC-7408-26,e9af61cf,401(k),tesla inc.,tsla,ten,29-May-2025,5/30/2025,4648.10,USD,Completed,auto-invest
leah Larsen,ACC-0586-00,c4526105,Brokerage,TESLA INC.,tsla,83,18-Nov-2024,11/19/2024,"$3,274.77",CAD,Completed,auto-invest
,ACC-6696-75,c952ae28,Roth IRA,Netflix,NFLX,287,1/30/2023,1/31/2023,2341.36usd,EUR,Completed,watchlist
Jennifer Clarke,ACC-4466-77,373d910a,Brokerage,MICROSOFT CORP,MSFT,894,26-May-2023,30-May-2023,$645.38,CAD,Completed,
Katie kim,ACC-6719-85,f532ca86,Joint,apple inc.,Aapl,ten,24-Jan-2024,,"2,138.62 USD",EUR,Pending,pending
Jonathan ramos,ACC-9586-98,4bf7f474,401(k),BERKSHIRE HATHAWAY,brk.a,364,1-May-2025,2-May-2025,3580.32usd,EUR,Completed,short-term
Theodore MALDONADO,ACC-5034-80,ff962123,Joint,META PLATFORMS,META,908,3/4/2025,5-Mar-2025,2723.40usd,USD,Completed,auto-invest
BRITTANY ROBERTS,ACC-0268-85,e97d9265,Joint,nvidia corporation,nvda,325,12-Jun-2025,,$3568.00,EUR,Pending,pending
DEBORAH moody,ACC-4991-00,a855644d,Roth IRA,Alphabet Inc.,GOOGL,115,13-Jun-2025,6/16/2025,$2665.28,CAD,Completed,auto-invest
deborah Moody,ACC-4991-00,59599f93,Roth IRA,"AMAZON.COM, INC.",AMZN,741,6/10/2025,11-Jun-2025,2219.80usd,CAD,Completed,short-term
,ACC-0455-31,8cdd1029,Joint, johnson & johnson ,JNJ,6,11/7/2022,11/8/2022,$2085.98,CAD,Completed,dividends reinvested
Edward MEDINA,ACC-9962-17,f3e42d81,401(k),Tesla Inc.,TSLA,788,5/27/2025,,$2112.52,USD,Pending,pending
FRANCISCO miller,ACC-2320-61,cea8e8dc,Trust,Alphabet Inc.,GOOGL,464,24-Jun-2021,6/25/2021,"1,149.57 USD",USD,Completed,watchlist
EDWARD washington,ACC-8660-68,f5f1484c,Custodial,alphabet inc.,Googl,697,4/10/2025,11-Apr-2025,$4286.3,USD,Completed,watchlist
jamie GONZALES,ACC-1903-05,d83d149c,Brokerage,JOHNSON & JOHNSON,Jnj,875,9/6/2022,,N/A,USD,Pending,pending
heidi cox,ACC-2714-27,7abe29c1,Roth IRA,Johnson & Johnson,jnj,279,4/17/2024,18-Apr-2024,771.32 USD,CAD,Completed,
ISAAC WOOD,ACC-4708-40,5efe640e,Trust, MICROSOFT CORP ,MSFT,339,16-Jul-2021,7/19/2021,3889.22usd,USD,Completed,short-term
William winters,,2df902ef,Roth IRA,berkshire hathaway,brk.a,611,9/10/2024,11-Sep-2024,377.98 USD,USD,Completed,
James Poole,ACC-6303-65,76209c84,Joint,JOHNSON & JOHNSON,JNJ,769,15-Aug-2024,16-Aug-2024,3298.21,CAD,Completed,watchlist
MATTHEW lewis,ACC-7883-59,e2a31349,Trust,TESLA INC.,Tsla,202,12/13/2024,12/16/2024,"2,628.41 USD",CAD,Completed,auto-invest
Carolyn powell,ACC-7024-51,67db4b0e,Trust,"AMAZON.COM, INC.",AMZN,362,8/10/2023,11-Aug-2023,474.61usd,USD,Completed,auto-invest
mark BROWN,ACC-1558-54,6d04548d,Brokerage,ALPHABET INC.,GOOGL,111,8/9/2024,8/12/2024,"1,965.38 USD",EUR,Completed,auto-invest
anthony FLYNN,ACC-2193-22,ceeae143,401(k),johnson & johnson,JNJ,61,4/24/2025,,$4074.9,CAD,Pending,pending
Anthony FLYNN,,8b16b4f6,401(k),Tesla Inc.,Tsla,842,2/13/2025,,N/A,CAD,Pending,pending
Amy Johnson,ACC-7992-71,ecc400cb,401(k),META PLATFORMS,Meta,992,2-Mar-2023,3-Mar-2023,1904.03,CAD,Completed,watchlist
SABRINA bowen,ACC-8707-29,c91a80d5,401(k),"AMAZON.COM, INC.",AMZN,484,5-Nov-2024,11/6/2024,4334.33usd,CAD,Completed,
terry Newton,ACC-7705-30,6a8d2d98,401(k),berkshire hathaway,BRK.A,984,9/5/2024,9/6/2024,$911.30,CAD,Completed,auto-invest
KIMBERLY MARTIN,ACC-4336-74,7800aa62,401(k),apple inc.,AAPL,234,3/26/2025,3/27/2025,$3744.6,EUR,Completed,
ANTHONY flynn,ACC-2193-22,1339a2bd,401(k),"AMAZON.COM, INC.",amzn,293,3-Apr-2025,4/4/2025,2257.24,EUR,Completed,watchlist
leon Daniels,,fb6e163c,Custodial," Amazon.Com, Inc. ",AMZ,66,6/25/2025,26-Jun-2025,"$1,736.72",CAD,Completed,watchlist
RICHARD miller,ACC-7408-26,cf215a3a,401(k),Meta Platforms,meta,290,6/17/2025,6/18/2025,3523.35usd,CAD,Completed,auto-invest
ASHLEY GALLEGOS,,7d915a55,401(k),TESLA INC.,Tsla,985,9/12/2023,9/13/2023,4371.13usd,CAD,Completed,auto-invest
sean Daniel,ACC-5096-80,6eb7a7c8,Custodial,APPLE INC.,Aapl,351,7-Aug-2024,8/8/2024,3399.44,EUR,Completed,short-term
,ACC-9574-77,2d282ce4,Custodial,Johnson & Johnson,Jnj,472,4/4/2024,4/5/2024,N/A,EUR,Completed,dividends reinvested
Robert MORRISON,ACC-9277-26,37dd7066,Trust,META PLATFORMS,Meta,479,27-Jan-2025,,1005.92usd,USD,Pending,pending
LATASHA SMITH,ACC-6745-42,27058716,401(k),tesla inc.,TSLA,275,28-Mar-2024,3/29/2024,$3538.08,CAD,Completed,auto-invest
david BEASLEY,ACC-7869-96,e13651b1,Roth IRA, NVIDIA CORPORATION ,nvda,N/A,30-Jun-2025,1-Jul-2025,2142.69,CAD,Completed,short-term
hannah cantrell,ACC-4231-83,d1b8bfb2,Brokerage,BERKSHIRE HATHAWAY,BRK.A,903,4/3/2023,4/4/2023,4367.00usd,CAD,Completed,
GLEN THOMAS,ACC-0608-88,c1f3fad1,Brokerage,Alphabet Inc.,GOOGL,496,20-Aug-2024,8/21/2024,527.31usd,EUR,Completed,auto-invest
Tammy CAMPBELL,ACC-1374-21,ebc97764,401(k),berkshire hathaway,brk.a,251,1/11/2024,12-Jan-2024,$3468.8,CAD,Completed,auto-invest
SHARON STEWART,ACC-4126-43,3aef8b23,Trust,Alphabet Inc.,googl,61,1-Feb-2024,,3346.38usd,CAD,Pending,pending
Jennifer king,ACC-5048-12,4fccd0af,Roth IRA,Nvidia Corporation,nvda,980,26-Feb-2024,2/27/2024,"1,707.21 USD",USD,Completed,dividends reinvested
EMILY ROSS,ACC-6299-73,79eb7871,Joint, Microsoft Corp ,msft,877,7/1/2025,2-Jul-2025,"1,141.51 USD",USD,Completed,dividends reinvested
Brittany SMITH,ACC-0280-08,af68c08e,Joint,BERKSHIRE HATHAWAY,brk.a,118,6/18/2025,6/20/2025,534.09 USD,CAD,Completed,auto-invest
Leslie montoya,ACC-1613-88,b3264a0e,Roth IRA,alphabet inc.,googl,727,5/7/2024,5/8/2024,N/A,EUR,Completed,
brittany SMITH,ACC-0280-08,8e3df705,Joint,johnson & johnson,JNJ,928,29-Oct-2024,30-Oct-2024,$2081.4,EUR,Completed,watchlist
walter guzman,ACC-4148-02,9b5e0bc6,401(k),BERKSHIRE HATHAWAY,BRK.A,845,1/29/2025,1/30/2025,$120.55,CAD,Completed,short-term
mitchell massey,ACC-4961-01,819d749e,Joint,"amazon.com, inc.",AMZN,967,6/21/2024,24-Jun-2024,$1259.54,EUR,Completed,auto-invest
SPENCER Clark,ACC-2289-36,48b41de5,Joint,meta platforms,Meta,34,6-Jul-2021,7/7/2021,$3267.6,EUR,Completed,short-term
Sean Daniel,ACC-8266-21,d191942b,Custodial,NETFLIX,NFL,706,7/3/2025,7-Jul-2025,1500.83usd,EUR,Completed,short-term
ANNE martin,ACC-5831-13,ed2ed842,Brokerage,alphabet inc.,GOOGL,115,9/20/2022,9/21/2022,$662.0,CAD,Completed,auto-invest
april TERRY,ACC-0599-67,155fcc34,Brokerage,nvidia corporation,NVDA,876,2-Jul-2025,7/3/2025,N/A,CAD,Completed,watchlist
RONALD Sparks,,77fce6dc,Trust,Meta Platforms,meta,743,12/10/2024,,585.89usd,USD,Pending,pending
cynthia mills,ACC-8689-39,63ca3030,Custodial,"Amazon.Com, Inc.",Amzn,682,7-May-2024,8-May-2024,"2,237.02 USD",USD,Completed,dividends reinvested
jay Nelson,ACC-5360-87,aedd14be,Custodial,JOHNSON & JOHNSON,JNJ,228,10-Oct-2023,10/11/2023,N/A,CAD,Completed,
andrea dennis,,420453ad,401(k),tesla inc.,TSLA,984,1-Sep-2023,5-Sep-2023,"3,110.28 USD",CAD,Completed,short-term
Frank GALLOWAY,ACC-3250-12,a6accf93,Joint,NETFLIX,NFLX,550,7/17/2025,18-Jul-2025,N/A,EUR,Completed,watchlist
Sean Daniel,ACC-8266-21,8f5b2bc6,Custodial,Microsoft Corp,Msft,717,26-Jun-2025,27-Jun-2025,279.50 USD,USD,Completed,watchlist
Martha Stuart,ACC-8191-06,310275c8,Custodial,Netflix,NFLX,619,8-Mar-2022,9-Mar-2022,2251.02usd,EUR,Completed,dividends reinvested
,ACC-4827-00,e1b07427,Brokerage,Alphabet Inc.,Googl,427,4/3/2023,4-Apr-2023,N/A,CAD,Completed,dividends reinvested
